,Growth,Rates_Long,Rates_Short,Dollar,Oil,Gas,Gold,Base_Metals,Agri_Index,Volatility
2025-08-22,0.015186444876893468,-0.016166211560647348,-0.009689913749995283,-0.009125953161769673,0.002204020602007528,-0.04529370916628328,0.011237975695243652,0.0036105767787457665,0.01136361650071871,-0.1433734975751969
2025-08-25,-0.004266385548063467,0.0035210952299720155,0.0012231200245136353,0.0072656475194787795,0.017907684685488423,-0.0007412361287749691,-0.00017776598298513413,0.0042719675302591575,-0.00036245845692384204,0.040084365971908564
2025-08-26,0.004133995191134998,-0.0039766544994186415,-0.001221625829499251,-0.0020318698325928475,-0.023919799054944124,0.0077892832621320185,0.00438675932596122,-0.0035821772536120955,-0.005801299777183244,-0.011494258061691465
2025-08-28,0.005555251394306682,-0.01197748226614792,-0.003913844106669173,-0.004275738409716734,0.021343849393218983,0.0835480299798419,0.012748612974943452,0.0029210226740059575,0.003646986914350281,-0.012995867433006847
2025-08-29,-0.00639818429357164,0.0047540905194976,-0.0071217596415196205,-0.00040896550992530756,-0.009133070461711856,0.01800270828604167,0.012209307578411543,0.012322130179588164,0.009084302174474423,0.06444901814505788
2025-09-02,-0.006922279936861564,0.011828651786159439,-0.002720790452784172,0.0064437445478544575,0.024683551772073153,0.004004032034483851,0.02179231143620708,0.011286958046876627,-0.01152321532406586,0.11783857161935951
2025-09-03,0.0051000736279842585,-0.015431373744790533,-0.0034722070286884454,-0.0026422980914495575,-0.024698813960013055,0.018278440408152852,0.012340127918300414,-0.002407299808743324,-0.004735922204080589,-0.047757698962177964
2025-09-04,0.008346486409699372,-0.008311528781159594,-0.004977655231080291,0.002139790969825528,-0.007659866642432012,0.0032637045750925076,-0.007625487786955487,-0.015465591728420436,-0.002928254926782059,-0.06422019365362708
2025-09-05,-0.003165152978388819,-0.02155176006687598,-0.02201096117217982,-0.005897324250668912,-0.025362328638335097,-0.008457965344764617,0.01329292211977151,-0.0012254545199552602,-0.0029368547862792527,-0.007843129677328364
2025-09-08,0.0021059789159529885,-0.00978951595426425,0.0046035516806406385,-0.0032729846150292286,0.00630352992373262,0.013779467045320404,0.0068914388411576155,0.0017846953412186117,0.004418293074653024,-0.0046113733261696765
2025-09-09,0.0026881536531127015,0.0069203850477725926,0.0038187640036015935,0.0034890095221422612,0.005942864705379636,0.008737925429610716,0.0014293040412012292,0.002338259500294093,-0.006598251489923768,-0.004632673488730754
2025-09-10,0.002983469943562689,-0.0103092337048738,-0.0032969848303989746,-0.00010228178890303585,0.016605414068235458,-0.028232292659599367,8.235633192543723e-05,0.010886528327740175,0.0040589926735994375,0.02061173007998507
2025-09-11,0.008485890387959882,-0.005208310543032613,-0.0005089296249639608,-0.0024544678540162623,-0.02041776777833515,-0.03136349529030824,-0.001838894261971813,0.008901029779579739,0.0073502671690122146,-0.04169383240506963
2025-09-12,-0.00048276131466740146,0.012465647456505913,0.0,0.00010254394234765485,0.0051306669922135395,0.0023858109904626446,0.00343699313581447,-0.000435650821192457,0.003283478770117032,0.003399061224010902
2025-09-15,0.004706619226962694,-0.006648596717866662,-0.007128278543796607,-0.002562788233510971,0.00973042947382785,0.03468208045625909,0.008987792433232666,0.014601702501418012,0.014909085360440333,0.0630080851680257
2025-09-16,-0.0012879303382402618,-0.0019831177893006036,-0.0025641000560834293,-0.006885979211978421,0.019273260990682273,0.019717365467634584,0.0018195511543968035,-0.004833001495090139,-0.0053744041329395476,0.04270242497685861
2025-09-17,-0.0009701681605103207,0.012419322019525003,-0.005655545962289565,0.0024837576320595467,-0.00728446397647331,-0.0009668131011127956,-0.0019246533393638687,-0.01338221437499898,-0.02089336883731785,-0.03911982392701152
2025-09-18,0.004789119185128365,0.006869449573654318,0.003102400162529051,0.0049550502108972605,-0.007494197253132273,-0.05193548977561124,-0.010348225637178965,-0.00656316104952992,-0.003679189858238674,-0.0012722937292578562
2025-09-19,0.004885418870829605,0.008528227736678051,-0.0005154879899716969,0.0029789514131779438,-0.014000305079770237,-0.017352800858663864,0.007629620770278844,0.0061660159902687806,-0.004062060955002722,-0.01592356707243181
2025-09-22,0.004410046474333074,0.0009664621838980647,-0.007735938944678722,-0.0031749033237562507,-0.0006381766964356217,-0.02839335763199502,0.01884786903768898,0.0008755060459384456,-0.004449348718572166,0.04207123496628107
2025-09-23,-0.005502159197012135,-0.005551590544790153,-0.0007796312219782164,-0.0007191995634164838,0.012292472306296265,0.016749797373945885,0.010666492101799152,0.0025147347167067124,-0.001489791991025391,0.0335403102723042
2025-09-24,-0.002846617843333288,0.006553386203619116,0.0033810172554902262,0.006271854790802278,0.024917174265249642,0.0017525813428975745,-0.012828651205417652,0.036645267153111005,0.0033569621178926035,-0.02764417676354103
2025-09-25,-0.0050090613431266195,0.006028477539497201,0.006480004325894351,0.006947995157786213,-0.00015378530796217316,0.01609517255773829,0.0012860868041868478,-0.011046869505147883,-0.0022304634495626807,0.03461059674784095
2025-09-26,0.005901836747171263,0.0035953659473801913,-0.005923255863359511,-0.004058868731529386,0.011388085957840577,-0.023760332189980526,0.010275936601965352,0.003297887083738793,0.005216072610004785,-0.08661886673181729
2025-09-29,0.00263554421636214,-0.01098638787578543,0.0007772075291105907,-0.0024452150793523586,-0.03454048106512475,0.15238092274632642,0.012078471360118748,0.02661440047243846,-0.0025945031879869296,0.05428390316881204
2025-09-30,0.0040908483833717035,0.0016904056582069948,-0.004659561961552372,-0.0014299562231264717,-0.017021305249305896,0.01101928796841456,0.005208235492420998,-0.00743653195089633,-0.005574121864764692,0.00992554833016479
2025-10-01,0.003399920834961989,-0.010125318054311161,0.0,-0.0006136602296590299,-0.009459678734839105,0.05237665718237605,0.006951663932628138,0.005307034018189327,0.001868431862215969,0.0006142646474234237
2025-10-03,0.0006839080367779804,0.0031661012209400763,0.0033810172554902262,0.00010236553396980597,-0.01456778454134966,-0.04372847691067694,0.0034389266523917605,0.04709656472917412,-0.005221909453086093,0.022099366652569286
2025-10-06,0.0036465919796933033,0.010439480866836437,0.0005183657389167262,0.003990988382896354,0.013304821688282953,0.00992786761829434,0.01744484392910639,-0.014037188206906581,0.0026246604658408668,-0.016816743886603813
2025-10-07,-0.0038114057910215715,-0.008409496093590207,-0.004404134820645278,0.004790553641618622,0.0006484181620654006,0.04200172453969131,0.007116651299544197,0.012231776707494424,-0.00523557931364127,0.05314593080531016
2025-10-08,0.0058276636405680815,0.00048469395418537786,0.0,0.0027388581664780087,0.013283649779766593,-0.04716980167567775,0.016773110077421993,-0.000396167808522252,0.0015037220904168258,-0.0545243936506532
2025-10-09,-0.002755570407195318,0.004601495691085367,0.002602131311997047,0.006980297946963532,-0.01662671348061584,-0.01920188789176236,-0.02399030465921359,0.005846216331171883,-0.00563061644020002,0.007975526024544655
2025-10-10,-0.02711167321141361,-0.023384679547708176,0.0,-0.005625854464970104,-0.0424320739209092,-0.049862375083690846,0.007500659643053353,-0.044724704166958285,-0.006417518979343062,0.3183201123002275
2025-10-13,0.015598671787557583,0.0,0.0,0.002929816895308246,0.010016980259816455,0.0038635171054970385,0.033376140891845596,0.05197490844106545,0.0034194587245983676,-0.12142193810222157
2025-10-14,-0.0015643266604626893,-0.007158795714892641,0.0,-0.0022161136168826756,-0.013279557795226826,-0.028864629021306265,0.007326120075161535,-0.023527082255880516,0.006815611746147754,0.09353645376092956
2025-10-15,0.004026001159503689,0.005967222482718748,0.001297719838424749,-0.0026249583868726,-0.007325388408636391,-0.003963039452525408,0.009229880210824382,-0.0017066757965109591,-0.00037608983920456307,-0.008169153323245748
2025-10-16,-0.006294387099829435,-0.017301021546416107,-0.0012960379442732428,-0.0040490082211958045,-0.013900830048527935,-0.02586209145423557,0.024731330743833713,-0.002815755957587207,0.005643326522228209,0.22625970030968534
2025-10-17,0.0052707155502571545,0.007796755120797361,-0.005450274812533906,0.00040655468823547203,0.0013923047742669947,0.023825709362230274,-0.021097212477968474,-0.005344942333289748,-0.007108066964564119,-0.1789805956097521
2025-10-20,0.010672270853256949,-0.005240805741752563,-0.008872630412069094,0.0016254803639010884,-0.00034759223923253035,0.129321871909297,0.03496503577998378,0.013484778969078404,0.008666146733317115,-0.12271419923715232
2025-10-21,3.2696450934288634e-05,-0.005770196075053691,-0.003422857059277029,0.0034486659895989202,0.005215563885136554,0.02266703003800319,-0.057351710352510854,-0.013605505131580542,0.00224129491656333,-0.01974759802757342
2025-10-23,0.0004587502810098343,0.007065323621481268,0.0007926079029867417,0.00010110316587086388,0.06866138432474789,-0.037420805088898446,0.009247266012586852,0.030831634016538878,0.003354459666187637,-0.031897122294556324
2025-10-24,0.00790242258787388,0.0015033931486587715,-0.006599813796857257,0.00010101583373067768,-0.004693330817777452,-0.011961782016266742,-0.001721027186098678,0.002262959284184962,-0.012258540964740106,-0.05375713519309755
2025-10-27,0.012290050865671143,0.0,-0.011958563953518575,-0.0017180209619838127,-0.0030894085643736746,0.04176755919693931,-0.028287685208447266,0.009227433016246955,-0.011282408248927678,-0.03543071763260408
2025-10-28,0.0022879438603986557,-0.0035026117183716288,0.0005379487614225464,-0.0009110785483172901,-0.018920238483593477,-0.028181256863539117,-0.008920750654199727,0.0,-0.004944886405022997,0.03989867738840602
2025-10-29,-4.3578255173426506e-05,0.018830039399822196,0.002688169458695544,0.00537033910412088,0.005486251171838097,0.009267533227317326,0.0044122838524138785,0.018091612471139884,0.006116202153874983,0.03045066977325206
2025-10-30,-0.00990481243951924,0.008624900605070929,0.007238592565917079,0.0031243454422480443,0.001488097772306407,0.1718009995783889,0.00441802793181556,-0.02971241712750594,-0.002279614993847545,-0.0005910300730935791
2025-10-31,0.0026179217059763005,0.001954531426807904,-0.010380632059906025,0.0027127928842807236,0.0067690250863108314,0.04246713322216378,-0.004773472977074977,-0.002461655362990589,0.004188903632627472,0.03134244183488977
2025-11-03,0.0017207127269924793,0.0012192427811665851,0.017482533177568316,0.0007013997262896865,0.0011479123540454328,0.03443252158861698,0.004545250835765735,-0.0036521275334946424,0.020857004913031885,-0.01548167714997506
2025-11-04,-0.011736830084583816,-0.0041402147462764605,0.002643402189644206,0.0035045405476679115,-0.008026173135020742,0.01804972922220549,-0.013149038075696118,-0.02397460168932819,-0.01002973465818957,0.10658124144289749
2025-11-06,-0.007565473480426466,0.0009781633315859573,-0.007909299110346102,-0.004889222288976702,-0.01865919819172268,0.0032235641662194947,0.008156635907021315,0.003958542078651872,-0.020262627238584963,0.026315789473684292
2025-11-07,0.0012618418007710464,0.0,-0.0015944836416217356,-0.0013035684190966235,0.005384480787161472,-0.009639618569661446,0.004899620713705977,-0.0015164685027621028,0.0034469609530460854,-0.0215384654509716
2025-11-10,0.01540101862170995,0.004153481220036781,0.006920421373270758,0.00020084611212256576,0.006359850512388965,0.0053301884551040235,0.02810419190086022,0.03017409576933061,0.015648848682175087,-0.07756811049026757
2025-11-11,0.002075350517340535,0.002433029615531268,0.0,-0.0016061399086325645,0.015133873794235697,0.052328318555374675,-0.0012160125097286922,-0.007568278545645679,-0.0026305784749582894,-0.018181800448205276
2025-11-12,0.0006295171887717999,-0.013349473268531309,-0.0013216695829824099,0.00020112882209000205,-0.04177587154019646,-0.007009871730283779,0.023765487069725033,0.008121202115103587,-0.005275105206012376,0.013310158165333874
2025-11-13,-0.01655685496159698,0.011562098566755274,0.00397031922277824,-0.0030157121193633563,0.0034193356557179477,0.024928285079825363,-0.004162306252134762,-0.00039293743216228805,-0.006060600368335001,0.1422044396670561
2025-11-14,-0.0005017255648851471,0.008754809103368677,-0.0013181850896301084,0.0009074040896723812,0.023854175475168438,-0.01721909713355796,-0.02371678497303309,-0.007469308324166035,-0.005716448926778361,-0.008500003814697288
2025-11-17,-0.00916226617680782,-0.0036161685971215496,-0.00422387327713003,0.0032235288168167564,-0.0029955118109286083,-0.044897048705897835,-0.004721608857772397,-0.009802948543042644,0.01303181872745851,0.12859300286794828
2025-11-18,-0.008256436690967983,-0.0024194900299727706,0.0,-0.00040157935137508094,0.01385414510380012,0.0022929951627435052,-0.0017206203859069236,-0.007499980926513716,-0.001135099746466195,0.10321722340993555
2025-11-19,0.0037538357962292324,0.0024253581598596696,0.0,0.0068307411786039385,-0.021402749684458433,0.04095181544492088,0.004038091780114161,0.009168725594225657,-0.011742404182642163,-0.041717321359500015
2025-11-20,-0.015567283563270418,-0.006532773066002973,0.0007953395868696145,-0.000698390626357015,-0.005047093606858621,-0.01670334295321696,-0.005198997333235034,-0.009684517179039731,-0.005749314589996057,0.11665258861714323
2025-11-21,0.009823035415319481,-0.010472417188156502,-0.009271545681188043,0.0001996469881717644,-0.018261718422446616,0.023692433423449843,0.0049796502334216175,0.009880081628140136,-0.002313082962825619,-0.11317183052550484
2025-11-24,0.015467217001293498,-0.006153112016589191,-0.002673794234694493,-0.0003992904312786205,0.013434356886799836,-0.006768589049236717,0.003728493966671742,-0.009284257776344229,-0.007727931301250268,-0.12419973578785137
2025-11-25,0.009061696817220577,-0.008915366720593232,0.0005362180830712493,-0.004793246759183467,-0.015125754373562672,-0.027478568008365678,0.01155949414638835,0.007557417460658522,0.006619940586982009,-0.09551661540434953
2025-11-26,0.006906711511012631,-0.0009994874179087843,0.00562698494481273,-0.000602098994414324,0.012079391781252946,0.030289400504429853,0.006281406738781081,0.021002104874421335,0.01083167408761776,-0.07381459974709137
2025-11-28,0.005354773163420257,0.004752449291772098,-0.014921394608284233,-0.0014056163834662572,-0.001705068818697919,0.06406314420222836,0.012748393086785548,0.015868416293379983,0.011098389775793471,-0.04886562690464402
2025-12-01,-0.005323329342915684,0.01966641580388062,-0.001081944407004598,-0.0005026686388848178,0.013151160850507493,0.014639195995511667,0.004978309027884764,0.0064602674334068855,-0.0049204829822557805,0.05443421216412436
2025-12-02,0.002457235261999813,-0.002441462013391238,-0.005686473441959161,-0.0005029981884697721,-0.011463255372118786,-0.016460038846579317,-0.012431229084807538,-0.011113257188007375,0.004564432396573004,-0.03770299461483784
2025-12-03,0.0029797912994984355,-0.007097358221759165,-0.010076236809387962,-0.005132871709919606,0.005286517334884833,0.032024737207562826,0.0030334177459079292,0.028482914011963567,-0.0011359593645907662,-0.03074142400187263
2025-12-04,0.0010803218396737702,0.0125707762889824,-0.006327373306104889,0.0014162811513354079,0.012213696296650589,0.01361367731287988,0.0029766867290701438,-0.003108514678328511,0.0030325976592535664,-0.01865672836805088
2025-12-05,0.001936641757662061,0.007546285011201359,-0.0024917117859967197,0.0,0.0068711861017412,0.044637531725963076,0.0002611941942316509,0.0171028775137243,0.002267625675248963,-0.023447394918898135
2025-12-08,-0.003477255626794018,0.00797293859802739,0.004163226537291953,0.0010101876581380953,-0.019973380931542994,-0.07127998725549245,-0.006100241550233032,-0.0032515651812122792,-0.004524918445024673,0.08111615914194314
2025-12-09,-0.0008763589340257116,0.003355690123504562,0.003869524280474046,0.0013119879666680934,-0.010699746207314398,-0.0688111329823261,0.004657049840088856,-0.023114935487208554,0.0,0.016206510218282677
2025-12-10,0.00674955693920154,-0.005255574928252349,-0.010737895005498377,-0.004333806691045106,0.0036051344973846433,0.0045911475710962435,-0.002448544581386547,0.00667872294446159,0.0034090967381954496,-0.06851741444195236
2025-12-11,0.002079350841514227,-0.005523592732058158,-0.006957934149756095,-0.004453916766156141,-0.014710924115973634,-0.07921650929656088,0.021232508752677903,0.028717700732813434,0.005662499804693022,-0.05833862077290075
2025-12-12,-0.010663649289958,0.012798835047958868,-0.012051564431450168,0.0005084194461981717,-0.0027777752022684066,-0.02788939541645774,0.0034068597961147695,-0.02644183711376369,-0.004504464513291007,0.059932617291983625
2025-12-15,-0.0015965630269072495,-0.002861136803042008,0.003687946409186349,-0.0025406503671064895,-0.010793853529036723,-0.024556244642393033,0.001534870702160518,0.010409733380034814,-0.006787341706967709,0.04828464040237068
2025-12-16,-0.0023839179519623555,-0.007890959135900877,0.0019785102518639075,0.0,-0.027279113787143094,-0.03140582335584485,-0.0005108772871849077,-0.009646875222742879,-0.0034168622652437364,-0.0012121489553740261
2025-12-17,-0.011592143912241393,0.0004820089083152901,-0.0005642012459908807,0.002241479544400349,0.012122275436876606,0.03551215974658661,0.009989545824137469,0.014469441341139921,-0.0019047328404018238,0.06917483790429602
2025-12-18,0.007934262269941872,-0.008431666398247106,-0.005927154543892699,0.0006099172198694713,0.003754074085186909,-0.028827080178316256,-0.001840138010350767,0.0005592957017088729,-0.0019084405707311403,-0.04256526471497213
2025-12-19,0.008818059450332205,0.008503363926135155,0.0,0.0017270971087903764,0.009082783751985346,0.019447281308300646,0.005046641858220902,0.013602898643957362,0.001912089680251805,-0.11618262562637516
2025-12-22,0.006436496360377575,0.004336334807458098,0.0017035893909556066,-0.0031439915151226794,0.023826305643429135,-0.004769089749096178,0.019076488553088078,-0.0003676542135855332,-0.029007641479036672,-0.05566733281020897
2025-12-23,0.004550388765703239,0.0,0.005385434909466191,-0.0035608756827857357,0.006378258184584151,0.11172763878712577,0.008594633081026481,0.007080428901760083,0.0015722880243325132,-0.005681812794001595
2025-12-24,0.0032214822012188726,-0.007915565169820504,0.0022554653444102346,0.00040842265193208327,-0.0005139190381160397,-0.03765877714634591,-0.000490699368048908,0.004108845660450777,0.006671902643174965,-0.03785712378365658
2025-12-26,-0.00030436354912266594,0.0,-0.0033755509699008313,0.0004081780441169691,-0.027592062343726576,0.0292315109543837,0.010824442919012078,0.04874058965293271,0.0003898724768249817,0.0096510847708835
2025-12-29,-0.00349205148036813,-0.00483558514753768,-0.0014111984325609894,0.00020408358647250324,0.023616498289537935,0.07352258576351711,-0.04504206036549452,-0.047862658990854956,-0.00038972053551455943,0.044117603747491074
2025-12-30,-0.0013756671519022934,0.0034013455704540174,0.0005652501359889595,0.00203995253340028,-0.002238310330867188,-0.15254959355912712,0.010404383478751278,0.04316546575148905,-0.0031189054540281536,0.009154937759653814
2025-12-31,-0.007357666300846111,0.007990312701255942,0.001977392530467137,0.0004071754519254789,-0.009145860000283057,-0.0720039736431014,-0.010182833117224455,-0.017023107474725352,-0.001955386689764693,0.04326586802930965
2026-01-02,0.0018947067188299638,0.005764998893527107,-0.003946980331508754,0.001424495231861167,-0.0017415269472296213,-0.018448202983078144,-0.0025892812695673673,0.001776154856378831,0.0015673592265372793,-0.02943141043457509
2026-01-05,0.006354126864826393,-0.005254319806622942,-0.005094788424936492,-0.0015240960035521889,0.017445917748152073,-0.02625760857073267,0.028393288237711367,0.05044328524915209,0.010172153142189,0.02687797267378067
2026-01-06,0.006196712678341321,0.003361329914302047,0.0014224397932058874,0.0031546270334603665,-0.020404640482441505,-0.04910590325890385,0.010209897443217208,0.014515987143868259,0.0007746110766873038,-0.010067088749702191
2026-01-07,-0.003439923431013958,-0.009810933320614668,-0.0014204193322248093,0.0010143890471057126,-0.01995447870356648,0.05223886439305958,-0.00734023229471259,-0.03352465526985782,0.0027089665019683906,0.042711872165486
2026-01-08,7.65482590914246e-05,0.010874837160341322,-0.002275998629584941,0.0025334414189992494,0.03161272709422214,-0.03347518505677605,8.998958096251286e-05,-0.010759166781860618,0.0038595284468794233,0.004551345533378326
2026-01-09,0.006475487031883276,-0.0028687744852113894,0.0017108759663193585,0.002021600602701401,0.023545717622442286,-0.0698562224728716,0.009124122433634918,0.018968103315796014,-0.008842735110049516,-0.062135925566243366
2026-01-12,0.001577633215136931,0.0038359611584066755,0.005693134318633941,-0.0027236623680739758,0.006427623054476861,0.07573367507917883,0.02538805980861092,0.02211594353492563,-0.005818522959024186,0.04347826945426525
2026-01-13,-0.0019391230550597216,-0.003821302789332348,0.007642216379066147,0.0027311009649957363,0.02773111808199835,0.0029334088290549065,-0.0032794583357990126,-0.002506322972117614,-0.0023409858722986954,0.056878284602278395
2026-01-14,-0.005333360445499591,-0.007432303356688985,0.0,0.0,0.01422729207155582,-0.08745248102814962,0.00808411221913885,0.006532669296965388,-0.002346478946361752,0.04818526156577807
2026-01-16,0.0019359668206178071,0.021980696387290388,-0.0008427025362512941,0.0026228401435923754,-0.04159951325398159,-0.00544870531065178,-0.008192271133260487,-0.03669495736556705,0.003528034174064665,-0.05313434885508983
2026-01-20,-0.02062675805627745,0.01512647849386628,0.004217066413819248,-0.007546030834145623,0.015141344997853023,0.2591041438963344,0.03731152448701147,-0.002677735011488269,-0.004296898777829128,0.2667087381764075
2026-01-21,0.011587741323274559,-0.00977888078827005,0.004479292358711362,0.0012165728641988505,0.004640350987550779,0.24776040928664456,0.01516928009704066,-0.0075350681407182485,0.0023538433299779005,-0.1587854907829206
2026-01-22,0.005487502192628835,-0.0009404444597921335,0.0,-0.004050238125016814,-0.020785192077436232,0.034871810521834856,0.015936090714126827,0.0022689609668471444,0.001956992011829639,-0.07455617181351726
2026-01-23,0.0003268698377891788,-0.002353548767063396,-0.0016722524701208163,-0.007726739848662456,0.028807261908526005,0.045589695856346646,0.013730523408316264,0.02934261238680569,0.00546872607665172,0.02877236568970143
2026-01-27,0.009108413519601344,-0.003774426656446783,-0.00335010716522377,-0.01413931634213994,0.021614535801874002,0.3182938143057834,0.02083913487422251,-0.013957026572116726,0.003885018739663515,0.016159119106037956
2026-01-28,-8.172305219089626e-05,0.006630328581786138,0.0033613681086093194,0.0023903110020910834,0.013143127149321199,0.072763882979471,0.043642630676681726,0.010980549362894498,0.0015479492237815418,0.0
2026-01-29,-0.001292631274007694,-0.005645657826091388,-0.000558373380931898,-0.001762552351728286,0.034962808360734954,-0.47479893260066597,0.0031688177867144063,0.04802715248787215,-0.0003863339203024063,0.032415826723621866
2026-01-30,-0.004301899620894223,0.0033120270124229467,-0.0022346081490672853,0.007374315470237924,-0.0032100136097579224,0.11128129418814248,-0.11366200569716556,-0.04509757653524116,-0.008117548705402822,0.03317543845574367
2026-02-02,0.00539126612916796,0.008016957907232447,0.0016797429778319106,0.006392440047816805,-0.04707866489688739,-0.2565457233599825,-0.019389444883695095,-0.016194674415304422,-0.00038972053551455943,-0.06307341443720693
2026-02-03,-0.008403983020698336,-0.0002339011692269466,0.003353785711144308,-0.0017416060637467368,0.017219177749178805,0.02286071066561135,0.06083292489183334,0.04498839324983006,0.003898650407678117,0.10159117698350828
2026-02-04,-0.005072391906223106,0.00023395589178365483,0.001392789571159403,0.00184729372604453,0.03053314876016011,0.04651156762118824,0.0034055318159975645,-0.03901027404155932,-0.0015534336127124293,0.03555552164713549
2026-02-05,-0.012251015567674717,-0.015204691408286952,-0.0047287788067836845,0.002048729180651243,-0.028400345278711825,0.012698455948949583,-0.011990895287168901,-0.004634470692767567,0.0023337757848171936,0.1679185177362963
2026-02-06,0.0196957966973359,-0.0009501631553254786,0.003353785711144308,-0.0019423680433348078,0.004108047365652956,-0.024793425490594267,0.01847210572523683,0.011122664986156217,0.0,-0.06430866279706493
2026-02-09,0.004691086716887227,-0.001902020277257166,0.0008356604603232398,-0.008296605360863074,0.01274589115681124,-0.08299238035943657,0.020136472592168664,0.01389955687934874,-0.0007761139855799737,-0.1477663281723809
2026-02-10,-0.003303712975458173,-0.01214867051256252,-0.0008349627149963901,-0.0002065342194735864,-0.006215064047320307,-0.007329509822647906,-0.009325090294185823,-0.008242264390114884,-0.0007767168063561591,0.02476960196184419
2026-02-11,-4.895607156218951e-05,0.006028477539497201,0.002785512730456574,0.0003099047350323403,0.010475268582484487,0.014125171820194682,0.013549761304446184,0.00898914079377544,0.003497868409991778,-0.007869662158076385
2026-02-12,-0.01566101212770199,-0.01629909896977111,-0.0005555153040227578,0.001032722010018805,-0.02769607267367502,0.01836026882204922,-0.029162374693560533,-0.02992099123137404,0.002711064897427118,0.17960340763780214
2026-02-13,0.0004990891480125548,-0.011695871780071143,-0.0013896927103951295,-0.0005158676529494199,0.0007956594038691644,0.00808207113040793,0.019964620262842958,0.003725543401023046,-0.003862436325938079,-0.010566729902939609
2026-02-17,0.0010313220779065713,-0.0009862393221576893,0.0,0.0028902396431635946,-0.008904397583535784,-0.06537160950110155,-0.027698147681451624,-0.02753562737075732,-0.003102048399173274,-0.015048517485525714
2026-02-18,0.005566070147410729,0.00666336379662158,0.0027831869311845114,0.005557773423009893,0.04588481511846543,-0.006598476276328036,0.021216920217128177,0.028492819550103743,0.00505644001340122,-0.03302119497595557
2026-02-19,-0.0028221256867719813,-0.0009806783338826008,-0.002220343371728495,0.0023541797760284755,0.01902128880703846,-0.004981689436789782,-0.0021257590807680637,-0.01096054683802683,0.0023219607425728483,0.031090656315525544
2026-02-20,0.006939724763506794,0.0026994250104201978,0.0,-0.0013274507608788122,-0.0006021513675084078,0.017022656528837166,0.016760767696405443,0.01762649769932323,0.005019346333203112,-0.056351923650237334
2026-02-23,-0.010385652247284827,-0.01395011274993252,-0.0019471403134113663,-0.001022557263752888,-0.0012050283444823284,-0.0203478955158527,0.028739231956620648,-0.009946851177818905,-0.0023050853518340464,0.10057622110776498
2026-02-24,0.0076516140863223114,0.0009928486257939628,0.0,0.0018423777973211042,-0.010254868499654402,-0.023450564724576184,-0.009395428898871239,0.02598304200809154,0.0015402740309959917,-0.06949076515545527
2026-02-25,0.008136355657339944,0.0037192825474761104,0.0,-0.0018389896835586672,-0.0031997423931283686,0.018524919362991277,0.00981420915727682,0.009539078065965212,0.00422916606626611,-0.082864398726613
2026-02-26,-0.005365580569328343,-0.007658019163247376,0.0,0.0009212279436696669,-0.0032100136097579224,-0.04782761654745338,-0.005742913127032345,-0.005435202138450612,-0.00267999999707913,0.03904064939635021
2026-02-27,-0.00433935281103115,-0.013691885103261248,-0.0027870653005751533,-0.0018406821095263703,0.027756442018180172,0.011319443208684055,0.010431758910460776,0.009668721254565193,-0.0011515846516493289,0.06602262506673928
